5.011872336272725e-7	7.027984628405468e11
6.30957344480193e-7	4.406386842953687e11
7.943282347242822e-7	2.796576123062088e11
1.e-6	1.757772539660367e11
1.2589254117941661e-6	1.111660153135806e11
1.584893192461114e-6	6.972869329450713e10
1.995262314968883e-6	4.4029339615097206e10
2.5118864315095823e-6	2.784267179102259e10
3.162277660168379e-6	1.7542055814683178e10
3.981071705534969e-6	1.1055779338895134e10
5.011872336272725e-6	6.979140709542604e9
6.309573444801943e-6	4.427747362615585e9
7.943282347242822e-6	2.785625681537558e9
0.00001	1.750863428001583e9
0.000012589254117941661	1.1098969408428562e9
0.00001584893192461114	6.99555563732538e8
0.00001995262314968883	4.436946356982222e8
0.000025118864315095822	2.7822121510634965e8
0.000031622776601683795	1.7629933155204436e8
0.000039810717055349695	1.1045409303193358e8
0.00005011872336272725	7.010782199091066e7
0.00006309573444801943	4.4235454295356415e7
0.00007943282347242822	2.7881458244141437e7
0.0001	1.753269709319458e7
0.00012589254117941688	1.1057450721110836e7
0.00015848931924611142	7.003131347631893e6
0.00019952623149688788	4.413637471192994e6
0.0002511886431509582	2.7822027194826393e6
0.00031622776601683794	1.760608636162887e6
0.00039810717055349773	1.106152552339839e6
0.0005011872336272725	699994.6281299756
0.0006309573444801943	441505.3847671136
0.0007943282347242822	278332.23920068215
0.001	175632.7331896402
0.0012589254117941688	110882.02099152349
0.001584893192461114	69823.80383139206
0.001995262314968883	44062.277275779095
0.002511886431509582	27718.226236783572
0.0031622776601683794	17545.10920987451
0.003981071705534978	11082.261273257616
0.005011872336272725	6977.100677100487
0.006309573444801942	4402.384812971355
0.00794328234724282	2772.4299200709497
0.01	1752.5520949622517
0.012589254117941687	1105.6815126827435
0.01584893192461114	698.7821008863916
0.01995262314968883	440.6599276416008
0.025118864315095822	278.36826819354417
0.03162277660168379	177.74878796360636
0.039810717055349776	110.99858576386225
0.05011872336272725	70.34276455158263
0.06309573444801943	41.752074601505285
0.07943282347242822	28.783742265417253
0.1	10.396150955834282
