"dataset","threshold","hx","status","time","lowerTime","upperTime","sampleIndex","selectedForFit"
"ensemble",0.6,0.3981071705534972,"Crossed","4.8037061743572025",4.798178634509587,"4.8037061743572025","3364",true
"ensemble",0.6,0.6309573444801932,"Crossed","3.094338016904903",3.090777416803725,"3.094338016904903","2982",true
"ensemble",0.6,1,"Crossed","2.288557340413725",2.2859239379045913,"2.288557340413725","2720",true
"ensemble",1.4,1e-8,"NotReached","Missing[""NotReached""]",1e+10,"Missing[""BeyondTMax""]","Missing[""NotReached""]",false
"ensemble",1.4,1.5848931924611143e-8,"NotReached","Missing[""NotReached""]",1e+10,"Missing[""BeyondTMax""]","Missing[""NotReached""]",false
"ensemble",1.4,2.511886431509582e-8,"NotReached","Missing[""NotReached""]",1e+10,"Missing[""BeyondTMax""]","Missing[""NotReached""]",false
"ensemble",1.4,3.981071705534969e-8,"NotReached","Missing[""NotReached""]",1e+10,"Missing[""BeyondTMax""]","Missing[""NotReached""]",false
"ensemble",1.4,6.30957344480193e-8,"NotReached","Missing[""NotReached""]",1e+10,"Missing[""BeyondTMax""]","Missing[""NotReached""]",false
"ensemble",1.4,1e-7,"NotReached","Missing[""NotReached""]",1e+10,"Missing[""BeyondTMax""]","Missing[""NotReached""]",false
"ensemble",1.4,1.584893192461114e-7,"NotReached","Missing[""NotReached""]",1e+10,"Missing[""BeyondTMax""]","Missing[""NotReached""]",false
"ensemble",1.4,2.5118864315095823e-7,"NotReached","Missing[""NotReached""]",1e+10,"Missing[""BeyondTMax""]","Missing[""NotReached""]",false
"ensemble",1.4,3.981071705534969e-7,"NotReached","Missing[""NotReached""]",1e+10,"Missing[""BeyondTMax""]","Missing[""NotReached""]",false
"ensemble",1.4,6.30957344480193e-7,"NotReached","Missing[""NotReached""]",1e+10,"Missing[""BeyondTMax""]","Missing[""NotReached""]",false
"ensemble",1.4,0.000001,"NotReached","Missing[""NotReached""]",1e+10,"Missing[""BeyondTMax""]","Missing[""NotReached""]",false
"ensemble",1.4,0.000001584893192461114,"NotReached","Missing[""NotReached""]",1e+10,"Missing[""BeyondTMax""]","Missing[""NotReached""]",false
"ensemble",1.4,0.0000025118864315095823,"NotReached","Missing[""NotReached""]",1e+10,"Missing[""BeyondTMax""]","Missing[""NotReached""]",false
"ensemble",1.4,0.000003981071705534969,"NotReached","Missing[""NotReached""]",1e+10,"Missing[""BeyondTMax""]","Missing[""NotReached""]",false
"ensemble",1.4,0.00000630957344480193,"NotReached","Missing[""NotReached""]",1e+10,"Missing[""BeyondTMax""]","Missing[""NotReached""]",false
"ensemble",1.4,0.00001,"NotReached","Missing[""NotReached""]",1e+10,"Missing[""BeyondTMax""]","Missing[""NotReached""]",false
"ensemble",1.4,0.00001584893192461114,"NotReached","Missing[""NotReached""]",1e+10,"Missing[""BeyondTMax""]","Missing[""NotReached""]",false
"ensemble",1.4,0.000025118864315095822,"NotReached","Missing[""NotReached""]",1e+10,"Missing[""BeyondTMax""]","Missing[""NotReached""]",false
"ensemble",1.4,0.000039810717055349695,"NotReached","Missing[""NotReached""]",1e+10,"Missing[""BeyondTMax""]","Missing[""NotReached""]",false
